url,text
http://www.bbc.co.uk/history/0/21431934,BBC History - Honour killings: when blood feuds ruled the clans
http://www.bbc.co.uk/history/0/22874080,BBC History - Perthshire Cant: Secret language of Scottish travellers
http://www.bbc.co.uk/history/0/23518445,"BBC History - What became of the White Queen, her family and foes?"
http://www.bbc.co.uk/history/0/20469620,BBC History - In Pictures: Over the counter opium in the 1800s
http://www.bbc.co.uk/history/0/23533226,"BBC History - Out of sight, out of mind: a nuclear legacy"
http://www.bbc.co.uk/history/0/22903054,BBC History - Heathrow Airport: a step back in time
http://www.bbc.co.uk/history/0/22298128,BBC History - The Genius of Turner: Painting the Industrial Revolution
http://www.bbc.co.uk/history/0/22318048,BBC History - Tudors 1485-1603
http://www.bbc.co.uk/history/0/23795766,BBC History - Flodden Field: Scotland attacks Henry VIII's England
http://www.bbc.co.uk/history/0/22033825,BBC History - North Korea - a country never at peace
http://www.bbc.co.uk/history/0/23756880,BBC History - Prince Albert's cultural legacy: Albertopolis
http://www.bbc.co.uk/history/0/23334469,King James VI & I's journey to the throne - BBC
http://www.bbc.co.uk/history/0/21866074,BBC History - In pictures: Death penalty - Tudor justice
http://www.bbc.co.uk/history/0/21027982,BBC History - The Welsh Wizard: The art of the political nickname
http://www.bbc.co.uk/history/0/19548364,BBC History - Out of Africa: The most important woman in history?
http://www.bbc.co.uk/history/0/24330602,BBC History - Lord Castlereagh: Europe's forgotten father
http://www.bbc.co.uk/history/0/19520636,"BBC History - 'Eggs, legs and Grimsby' - Viking words we still use"
http://www.bbc.co.uk/history/0/22526843,3D model of 1938 Empire Exhibition - BBC
http://www.bbc.co.uk/history/0/22115736,BBC History - Titanic: By the men who built it
http://www.bbc.co.uk/history/0/23166321,BBC History - Differences between Cant and English
http://www.bbc.co.uk/history/0/22846886,BBC History - Author Philippa Gregory talks about The White Queen
http://www.bbc.co.uk/history/0/22841837,BBC History - Legacy of Northern Ireland's peace walls - BBC.com
http://www.bbc.co.uk/history/0/24537358,BBC History - The Battle of Edgehill
http://www.bbc.co.uk/history/0/21429098,BBC History - The London cabbie historian
http://www.bbc.co.uk/history/0/22216457,BBC History - Belfast backstreets 100 years ago
http://www.bbc.co.uk/history/0/20258255,BBC History - The Mughal Empire through art and culture - BBC.com
http://www.bbc.co.uk/history/0/23780609,BBC History - The Mules of Minehead
http://www.bbc.co.uk/history/0/ww1/25768752,BBC History - WW1 Interactive Guides - World War One Centenary
http://www.bbc.co.uk/history/0/20258255,BBC History - The Mughal Empire through art and culture - BBC.com
http://www.bbc.co.uk/history/0/23780609,BBC History - The Mules of Minehead
http://www.bbc.co.uk/history/0/ww1/25768752,BBC History - WW1 Interactive Guides - World War One Centenary
http://www.bbc.co.uk/history/0/20258255,BBC History - The Mughal Empire through art and culture - BBC.com
http://www.bbc.co.uk/history/0/23780609,BBC History - The Mules of Minehead
http://www.bbc.co.uk/history/0/ww1/25768752,BBC History - WW1 Interactive Guides - World War One Centenary
http://www.bbc.co.uk/history/0/22216457,BBC History - Belfast backstreets 100 years ago
http://www.bbc.co.uk/history/0/20258255,BBC History - The Mughal Empire through art and culture - BBC.com
http://www.bbc.co.uk/history/0/23780609,BBC History - The Mules of Minehead
http://www.bbc.co.uk/history/0/ww1/25768752,BBC History - WW1 Interactive Guides - World War One Centenary
http://www.bbc.co.uk/history/0/22121741,BBC History - test
http://www.bbc.co.uk/history/0/20258255,BBC History - The Mughal Empire through art and culture - BBC.com
http://www.bbc.co.uk/history/0/23780609,BBC History - The Mules of Minehead
http://www.bbc.co.uk/history/0/ww1/25768752,BBC History - WW1 Interactive Guides - World War One Centenary
http://www.bbc.co.uk/history/0/20258255,BBC History - The Mughal Empire through art and culture - BBC.com
http://www.bbc.co.uk/history/0/23780609,BBC History - The Mules of Minehead
http://www.bbc.co.uk/history/0/ww1/25768752,BBC History - WW1 Interactive Guides - World War One Centenary
http://www.bbc.co.uk/history/0/20258255,BBC History - The Mughal Empire through art and culture - BBC.com
http://www.bbc.co.uk/history/0/23780609,BBC History - The Mules of Minehead
http://www.bbc.co.uk/history/0/ww1/25768752,BBC History - WW1 Interactive Guides - World War One Centenary
http://www.bbc.co.uk/history/0/20258255,BBC History - The Mughal Empire through art and culture - BBC.com
http://www.bbc.co.uk/history/0/23780609,BBC History - The Mules of Minehead
http://www.bbc.co.uk/history/0/ww1/25768752,BBC History - WW1 Interactive Guides - World War One Centenary
http://www.bbc.co.uk/history/0/20258255,BBC History - The Mughal Empire through art and culture - BBC.com
http://www.bbc.co.uk/history/0/23780609,BBC History - The Mules of Minehead
http://www.bbc.co.uk/history/0/ww1/25768752,BBC History - WW1 Interactive Guides - World War One Centenary
http://www.bbc.co.uk/history/0/22216457,BBC History - Belfast backstreets 100 years ago
http://www.bbc.co.uk/history/0/20258255,BBC History - The Mughal Empire through art and culture - BBC.com
http://www.bbc.co.uk/history/0/23780609,BBC History - The Mules of Minehead
http://www.bbc.co.uk/history/0/ww1/25768752,BBC History - WW1 Interactive Guides - World War One Centenary
http://www.bbc.co.uk/history/0/22121741,BBC History - test
http://www.bbc.co.uk/history/0/20258255,BBC History - The Mughal Empire through art and culture - BBC.com
http://www.bbc.co.uk/history/0/23780609,BBC History - The Mules of Minehead
http://www.bbc.co.uk/history/0/ww1/25768752,BBC History - WW1 Interactive Guides - World War One Centenary
